Date,SGD3M.BGN.Curncy,SDO3M.BGN.Curncy,USDSGDV3M.BGN.Curncy,MASB10Y.BGN.Index,MASB2Y.BGN.Index,USGG10YR.BGN.Index,STI.Index,BCOM.Index,XAU.BGN.Curncy,COA.Comdty,CLA.Comdty,CL1.Comdty,DXY.Curncy,VIX.Index,SPX.Index,FEDL01.Index,SORACA3M.Index,SIMSM2.Index,SIMSM3A.Index,USGG5YR.Index,USGG3M.Index,SNEER.Index,USBMMY3M.Index,MASB3M.Index
2022-07-07,-5.96,-6.44,5.67,2.8568,2.6,2.9945,3129.4,115.1385,1740.16,75.1,68.83,102.73,107.13,26.08,3902.62,1.58,0.8552,,,3.032,1.8588,,,2.271
2022-07-08,-6.86,-6.93,5.6525,2.837,2.614,3.0803,3131.26,115.9131,1742.48,75.65,69.39,104.79,107.007,24.64,3899.38,1.58,0.8713,,,3.1234,1.8841,130,,2.271
2022-07-11,-6.76,,5.7375,,,2.9928,,116.3843,1733.96,77.37,71.09,104.09,108.021,26.17,3854.43,1.58,,,,3.0552,1.9991,,2.12131427,
2022-07-12,-6.92,-7.32,6.1375,2.7834,2.598,2.9687,3145.77,111.9622,1726,75.19,68.84,95.84,108.072,27.29,3818.8,1.58,0.9431,,,3.0178,2.1483,,,2.26
2022-07-13,-6.29,-6.56,6.08,2.8253,2.65,2.9336,3128.69,113.6652,1735.51,75.96,69.7,96.3,107.957,26.82,3801.78,1.58,0.9609,,,3.0278,2.3148,,,2.434
2022-07-14,-7.63,-7.75,6.07,2.8189,2.78,2.9595,3090.63,111.7193,1709.94,74.85,68.52,95.78,108.544,26.4,3790.38,1.58,0.9782,,,3.0651,2.3249,,,2.443
2022-07-15,-6.24,-6.75,6.0925,2.8112,2.78,2.9152,3099.15,113.4684,1708.17,75.89,69.45,97.59,108.063,24.23,3863.16,1.58,0.9951,,,3.0341,2.2886,130.77,,2.425
2022-07-18,-5.5,-5.69,6.135,2.8135,2.794,2.9855,3121.76,117.1397,1709.22,78.25,71.75,102.6,107.366,25.3,3830.85,1.58,1.0485,,,3.1039,2.2936,,2.48551861,2.415
2022-07-19,-4,-4.56,6.1175,2.826,2.828,3.0209,3117.79,116.0464,1711.67,78.3,71.74,104.22,106.682,24.5,3936.69,1.58,1.068,,,3.1535,2.4432,,,2.728
2022-07-20,-5,-6,6.0575,2.8344,2.837,3.0265,3170.29,117.5544,1696.58,77.75,71.23,102.26,107.076,23.88,3959.9,1.58,1.0877,,,3.1637,2.4405,,,2.715
2022-07-21,-5.22,-5.44,6.0275,2.8603,2.891,2.8747,3152.3,115.8556,1718.81,76.63,70.19,96.35,106.91,23.11,3998.95,1.58,1.1055,,,2.9826,2.4095,,,2.715
2022-07-22,-4.85,-4.79,5.9625,2.7826,2.837,2.7504,3181.34,116.5236,1727.64,76.54,69.93,94.7,106.73,23.03,3961.63,1.58,1.1231,,,2.843,2.3783,131.45,,2.698
2022-07-25,-4.84,-5.28,5.8725,2.7501,2.812,2.7959,3180.47,118.072,1719.78,77.57,70.88,96.7,106.483,23.36,3966.84,1.58,1.1683,,,2.88,2.4422,,2.53615531,2.665
2022-07-26,-5.71,-6.5,5.7775,2.7144,2.772,2.8068,3192.12,119.3385,1717.32,77.84,70.96,94.98,107.189,24.69,3921.05,1.58,1.1839,,,2.9036,2.474,,,2.759
2022-07-27,-6.07,-6.63,5.7475,2.7054,2.723,2.7849,3205.14,119.9368,1734.19,79.15,72.45,97.26,106.452,23.24,4023.61,1.58,1.198,,,2.8428,2.3687,,,2.728
2022-07-28,-4.95,-5.25,5.6625,2.6892,2.644,2.6759,3220.65,120.2881,1755.84,78.15,71.21,96.42,106.351,22.33,4072.43,2.33,1.211,,,2.6979,2.3275,,,2.706
2022-07-29,-5.29,-6.25,5.5125,2.6559,2.55,2.6487,3211.56,121.827,1765.94,78.88,72.11,98.62,105.903,21.33,4130.29,2.32,1.2295,,,2.676,2.3168,131.89,,2.684
2022-07-31,,,,,,,,,,,,,,,,,,757317.6,771603.6,,,,,
2022-08-01,-6.95,-6.9,5.5825,2.6399,2.543,2.5732,3238.75,119.8033,1772.17,77.69,70.79,93.89,105.45,22.84,4118.63,2.33,1.2712,,,2.6341,2.309,,2.50577175,2.674
2022-08-02,-6.14,-6.88,5.6125,2.543,2.498,2.7483,3239.15,117.7836,1760.39,79.13,72.34,94.42,106.241,23.93,4091.19,2.33,1.283,,,2.8531,2.4355,,,2.728
2022-08-03,-7.57,-8.25,5.6125,2.6113,2.557,2.7046,3252.06,117.8687,1765.29,78.61,71.96,90.66,106.506,21.95,4155.17,2.33,1.294,,,2.826,2.4328,,,2.698
2022-08-04,-6.43,-7.63,5.6225,2.625,2.542,2.6883,3269.86,118.0448,1791.28,76.56,69.96,88.54,105.693,21.44,4151.94,2.33,1.3016,,,2.7922,2.3967,,,2.676
2022-08-05,-8.74,-8.5,5.4825,2.6227,2.566,2.8268,3282.88,117.8512,1775.5,76.39,69.82,89.01,106.621,21.15,4145.19,2.33,1.3112,,,2.9555,2.4706,132,,2.667
2022-08-08,-10.61,-10,5.5075,2.7032,2.649,2.7572,3270.98,117.2995,1788.96,78.04,71.39,90.76,106.435,21.29,4140.06,2.33,1.3388,,,2.9061,2.4961,,2.59693635,2.665
2022-08-09,-10.81,-10.25,5.4575,,,2.7773,,118.657,1794.29,77.49,70.89,90.5,106.374,21.77,4122.47,2.33,,,,2.9608,2.5613,,,
2022-08-10,-10.05,-10.5,5.33,2.7055,2.673,2.7809,3286.33,120.7119,1792.38,78.69,72.16,91.93,105.196,19.74,4210.24,2.33,1.3571,,,2.9216,2.5688,,,2.746
2022-08-11,-10.17,-10.5,5.26,2.6755,2.658,2.8876,3301.96,123.6355,1789.72,78.75,72.26,94.34,105.09,20.2,4207.27,2.33,1.3652,,,2.9867,2.5147,,,2.737
2022-08-12,-9.6,-9.75,4.94,2.7009,2.667,2.8312,3269.27,123.2038,1802.4,78.53,72.1,92.09,105.631,19.53,4280.15,2.33,1.3745,,,2.9562,2.5168,132.24,,2.715
2022-08-15,-11.74,-11.63,5.115,2.6709,2.646,2.7878,3256.82,121.3813,1779.71,78,71.66,89.41,106.546,19.95,4297.14,2.33,1.3925,,,2.8997,2.5371,,2.62733383,2.706
2022-08-16,-9.94,-10.02,5.175,2.6284,2.605,2.8041,3253.79,121.544,1775.69,77.24,70.86,86.53,106.5,19.69,4305.2,2.33,1.3985,,,2.9529,2.587,,,2.86
2022-08-17,-9.75,-9.88,5.14,2.6502,2.62,2.8968,3262.76,121.3616,1761.77,77.22,70.98,88.11,106.574,19.9,4274.04,2.33,1.4044,,,3.0511,2.6073,,,2.847
2022-08-18,-9.25,-9.38,5.24,2.6629,2.629,2.8822,3273.48,121.4756,1758.61,76.56,70.19,90.5,107.484,19.56,4283.74,2.33,1.4155,,,3.0271,2.62,,,2.838
2022-08-19,-9.82,-10.13,5.235,2.7091,2.649,2.9721,3246.51,122.3162,1747.06,76.11,69.39,90.77,108.169,20.6,4228.48,2.33,1.4255,,,3.0933,2.6451,132.14,,2.83
2022-08-22,-9.64,-9.75,5.315,2.7521,2.643,3.0146,3262.57,123.3756,1736.3,75.94,69.35,90.23,109.046,23.8,4137.99,2.33,1.4636,,,3.1577,2.6962,,2.75932138,2.816
2022-08-23,-8.42,-8.88,5.425,2.8105,2.658,3.0461,3246.21,123.9199,1748.15,76.42,69.61,93.74,108.624,24.11,4128.73,2.33,1.4752,,,3.1648,2.6694,,,2.819
2022-08-24,-9.72,-9.75,5.435,2.8622,2.662,3.1039,3233.48,124.7489,1751.19,75.99,69.18,94.89,108.677,22.82,4140.77,2.33,1.4871,,,3.2331,2.736,,,2.808
2022-08-25,-10.57,-10.75,5.45,2.9,2.667,3.0258,3247.8,124.1499,1758.71,75.36,68.68,92.52,108.47,21.78,4199.12,2.33,1.4993,,,3.1522,2.7846,,,2.806
2022-08-26,-10.52,-10.56,5.35,2.9332,2.692,3.0409,3249.53,124.5972,1738.14,75.41,68.63,93.06,108.803,25.56,4057.66,2.33,1.5106,,,3.2051,2.8173,132.13,,2.785
2022-08-29,-10.36,-10.63,5.47,3.0396,2.773,3.1024,3222.26,125.605,1737.09,75.78,69.13,97.01,108.835,26.21,4030.61,2.33,1.5486,,,3.2529,2.8531,,2.90112016,2.788
2022-08-30,-10.02,-9.63,5.445,2.9918,2.773,3.1025,3239.33,122.5635,1724.02,74.32,67.79,91.64,108.773,26.21,3986.16,2.33,1.5607,,,3.2649,2.8568,,,2.878
2022-08-31,-10.63,-11,5.36,2.9811,2.783,3.1926,3221.67,121.6412,1711.04,74.32,67.92,89.55,108.7,25.87,3955,2.33,1.5793,753300.2,767819.5,3.3508,2.9003,,,2.86
2022-09-01,-10.72,-11,5.45,3.0483,2.809,3.2533,3224.08,119.4641,1697.52,72.53,66.52,86.61,109.691,25.56,3966.85,2.33,1.5967,,,3.3975,2.9077,,,2.838
2022-09-02,-10.51,-11.16,5.445,3.0748,2.85,3.1894,3205.69,119.1003,1712.19,72.56,66.61,86.87,109.534,25.47,3924.26,2.33,1.6164,,,3.2928,2.8657,132.19,,2.83
2022-09-05,-10.42,-10.69,5.5375,3.0631,2.833,3.1894,3215.48,,1710.4,71.8,,,109.534,25.99,,,1.6654,,,3.2928,2.8657,,,2.816
2022-09-06,-9.5,-9.75,5.495,3.1151,2.869,3.3492,3224.18,117.4672,1702.14,72.44,66.65,86.88,110.214,26.91,3908.19,2.33,1.6828,,,3.4518,2.9117,,2.98739007,2.897
2022-09-07,-9.18,-9.28,5.575,3.1637,2.916,3.2635,3210.83,115.7208,1718.37,70.49,64.69,81.94,109.84,24.64,3979.87,2.33,1.7012,,,3.3584,2.98,,,2.94
2022-09-08,-9.47,-9.59,5.56,3.0936,2.9,3.317,3233.61,116.1733,1708.46,70.61,64.77,83.54,109.707,23.61,4006.18,2.33,1.7188,,,3.4209,3.0029,,,2.918
2022-09-09,-10.01,-10,5.415,3.0912,2.926,3.3097,3262.95,118.5179,1716.83,72.57,66.81,86.79,109.003,22.79,4067.36,2.33,1.7369,,,3.4352,3.0073,132.45,,2.918
2022-09-12,-9.82,-10,5.35,3.0988,2.958,3.3578,3274.72,120.78,1724.54,73.61,67.82,87.78,108.33,23.87,4110.41,2.33,1.7901,,,3.4493,3.0585,,3.09908896,2.907
2022-09-13,-11.29,-10.91,5.375,3.0893,2.978,3.408,3290.08,120.107,1702.17,73.66,67.77,87.31,109.815,27.27,3932.69,2.33,1.8069,,,3.5787,3.1321,,,3.142
2022-09-14,-16.48,-16.55,5.535,3.1561,3.105,3.4043,3258.02,121.3896,1697.32,74.01,67.92,88.48,109.658,26.16,3946.01,2.33,1.8246,,,3.6035,3.1653,,,3.142
2022-09-15,-15.74,-15.63,5.585,3.1599,3.105,3.4489,3267.98,117.7562,1665.11,72.03,65.85,85.1,109.739,26.27,3901.35,2.33,1.8404,,,3.6654,3.1084,,,3.134
2022-09-16,-16.21,-16.47,5.645,3.2236,3.164,3.4494,3268.29,116.7431,1675.06,71.99,65.7,85.11,109.764,26.3,3873.33,2.33,1.8549,,,3.6309,3.0922,132.67,,3.134
2022-09-19,-17.76,-17.88,5.745,3.2215,3.159,3.4905,3256.31,116.8749,1675.84,71.8,65.51,85.73,109.737,25.76,3899.89,2.33,1.8811,,,3.6823,3.1176,,3.29725456,3.122
2022-09-20,-17.6,-17.62,5.71,3.2192,3.181,3.563,3266.94,117.3242,1664.89,69.81,63.64,84.45,110.215,27.16,3855.93,2.33,1.8871,,,3.7464,3.181,,,3.235
2022-09-21,-21.72,-22.88,5.845,3.2034,3.186,3.5299,3261.79,116.9968,1673.89,69.46,63.28,82.94,110.642,27.99,3789.93,2.33,1.8945,,,3.7662,3.2271,,,3.235
2022-09-22,-23.76,-25.5,6.235,3.1864,3.262,3.7138,3263.07,116.0139,1671.22,69.95,63.72,83.49,111.353,27.35,3757.99,3.08,1.8968,,,3.9363,3.1728,,,3.235
2022-09-23,-21.83,-22.81,6.315,3.2664,3.316,3.6846,3227.1,112.4019,1643.94,68.12,61.84,78.74,113.192,29.92,3693.23,3.08,1.9009,,,3.9789,3.1822,132.68,,3.235
2022-09-26,-21.67,-22,6.7375,3.3325,3.388,3.9244,3181.97,110.6013,1622.36,67.75,61.46,76.71,114.103,32.26,3655.04,3.08,1.9207,,,4.1913,3.2205,,3.29725456,3.231
2022-09-27,-21.5,-21.75,6.75,3.36,3.388,3.9451,3165.5,110.4532,1628.9,68.27,62.03,78.5,114.106,32.6,3647.29,3.08,1.928,,,4.1845,3.2377,,,3.297
2022-09-28,-17.51,-18,7.425,3.4603,3.432,3.7312,3116.31,112.7518,1659.97,69.77,63.36,82.15,112.604,30.18,3719.04,3.08,1.9381,,,3.9478,3.2786,,,3.284
2022-09-29,-18.98,-18.47,7.36,3.4945,3.438,3.7856,3115.08,112.5709,1660.54,68.93,62.61,81.23,112.254,31.84,3640.47,3.08,1.9477,,,4.0171,3.2809,,,3.284
2022-09-30,-19.23,-19.44,7.18,3.4834,3.39,3.8286,3130.24,111.4887,1660.61,67.85,61.56,79.49,112.117,31.62,3585.62,3.08,1.9732,750695.1,765032.4,4.09,3.2466,132.49,,3.266
2022-10-03,-19.9,-19.88,7.0925,3.4689,3.386,3.6387,3107.09,112.7541,1699.89,69.26,62.95,83.63,111.745,30.1,3678.43,3.08,2.0655,,,3.8782,3.2128,,3.36843898,3.263
2022-10-04,-17.25,-17.25,6.91,3.2829,3.31,3.6329,3138.9,115.7081,1726.13,70.43,64.08,86.52,110.065,29.07,3790.93,3.08,2.0851,,,3.8539,3.3511,,,3.557
2022-10-05,-17.99,-18.25,6.81,3.3215,3.321,3.7528,3153.23,116.4826,1716.26,71.65,65.34,87.76,111.208,28.55,3783.28,3.08,2.1035,,,3.9662,3.3508,,,3.526
2022-10-06,-14.6,-15.13,6.86,3.3778,3.327,3.8236,3151.56,116.7247,1712.53,72.45,66.09,88.45,112.258,30.52,3744.52,3.08,2.1167,,,4.0671,3.3685,,,3.487
2022-10-07,-17.24,-16.88,6.9775,3.4269,3.3,3.8814,3145.81,117.1356,1694.82,73.28,67.01,92.64,112.795,31.36,3639.66,3.08,2.1321,,,4.1423,3.3312,132.65,,3.478
2022-10-10,-17.03,-17.38,7,3.4551,3.268,3.8814,3107.47,116.0076,1668.61,72.69,66.43,91.13,113.144,32.45,3612.39,,2.182,,,4.1423,3.3312,,,3.465
2022-10-11,-14.28,-14.75,7.08,3.5338,3.268,3.947,3105,115.4479,1666.34,72.2,65.81,89.35,113.221,33.63,3588.84,3.08,2.1929,,,4.1704,3.421,,3.54142126,3.712
2022-10-12,-11.9,-13.06,7.025,3.5366,3.258,3.8962,3083.19,114.6169,1673.19,71.05,64.7,87.27,113.32,33.57,3577.03,3.08,2.2088,,,4.1177,3.6009,,,3.681
2022-10-13,-11.75,-11.88,6.94,3.519,3.247,3.9435,3040.45,115.9979,1666.37,71.6,65.18,89.11,112.363,31.94,3669.91,3.08,2.2199,,,4.2004,3.6961,,,3.672
2022-10-14,-11.53,-12.5,6.44,3.5027,3.303,4.0184,3039.61,113.6662,1644.47,70.47,64.08,85.61,113.311,32.02,3583.07,3.08,2.2353,,,4.2677,3.6975,133.25,,3.65
2022-10-17,-11.19,-12.19,6.415,3.5084,3.326,4.0104,3015.75,113.1218,1650.09,71.23,64.71,85.46,112.039,31.37,3677.95,3.08,2.2773,,,4.2287,3.7358,,3.857246,3.62
2022-10-18,-7.63,-8.44,6.3475,3.5354,3.343,4.0066,3025.88,111.8046,1652.22,71.91,65.5,82.82,112.13,30.5,3719.98,3.08,2.2893,,,4.2217,3.8725,,,4.017
2022-10-19,-8.94,-9.63,6.51,3.5432,3.355,4.1335,3022.8,111.2009,1629.44,72.66,67.04,85.55,112.984,30.76,3695.16,3.08,2.3028,,,4.3568,3.9599,,,3.964
2022-10-20,-10.7,-10.53,6.53,3.5702,3.3,4.2283,3022.7,111.449,1628.02,72.51,66.81,85.98,112.881,29.98,3665.78,3.08,2.3112,,,4.4445,3.9621,,,3.884
2022-10-21,-11.94,-12.19,6.575,3.6256,3.278,4.2167,2969.95,111.271,1657.69,72.2,66.38,85.05,112.012,29.69,3752.75,3.08,2.3263,,,4.3411,3.9272,134.56,,3.844
2022-10-24,-11.84,,6.66,,,4.2424,,111.6278,1649.78,71.59,66.01,84.58,111.989,29.85,3797.34,3.08,,,,4.3626,3.9965,,4.04085756,
2022-10-25,-10.83,-10.72,6.605,3.5229,3.184,4.1021,2984.15,112.8293,1653.17,72.71,66.99,85.32,110.95,28.46,3859.11,3.08,2.3891,,,4.261,3.9655,,,3.781
2022-10-26,-10.84,-10.75,6.64,3.4774,3.161,4.0028,3008.38,113.8936,1664.57,73.51,67.56,87.91,109.7,27.28,3830.6,3.08,2.4016,,,4.1846,4.0013,,,4.11
2022-10-27,-12.09,-11.91,6.8,3.4636,3.15,3.9187,3015.24,113.2491,1663.31,74.16,67.96,89.08,110.587,27.39,3807.3,3.08,2.4148,,,4.0605,4.0009,,,4.079
2022-10-28,-11.69,-11.88,6.56,3.3969,3.06,4.0123,3059.19,111.7561,1644.86,73.36,67.22,87.9,110.752,25.75,3901.06,3.08,2.4292,,,4.1844,4.046,134.92,,4.057
2022-10-31,-11.73,-11.78,6.61,3.429,3.106,4.0478,3093.11,113.3532,1633.56,73.72,67.72,86.53,111.527,25.88,3871.98,3.08,2.4534,744734.1,759107.9,4.2283,4.0559,,4.11230765,4.047
2022-11-01,-12.59,-12.5,6.62,3.4166,3.112,4.0419,3130.5,113.5167,1647.98,73.76,67.92,88.37,111.481,25.81,3856.1,3.08,2.4613,,,4.267,4.0897,,,4.181
2022-11-02,-13.13,-12.97,6.62,3.4433,3.157,4.1005,3141.13,115.0882,1635.24,74.77,68.86,90,111.345,25.86,3759.69,3.08,2.4705,,,4.3093,4.1229,,,4.097
2022-11-03,-14.25,-14,6.685,3.4905,3.158,4.1469,3102.51,113.6014,1629.49,74.05,68.26,88.17,112.93,25.3,3719.89,3.83,2.481,,,4.3677,4.1276,,,4.066
2022-11-04,-14,-14.25,6.63,3.4958,3.163,4.1584,3130.11,117.4946,1681.87,75.35,69.07,92.61,110.877,24.55,3770.55,3.83,2.4945,,,4.3308,4.1003,135.23,,4.057
2022-11-07,-13.31,-12.9,6.625,3.5053,3.158,4.2135,3141.31,118.1416,1675.63,75.39,69.14,91.79,110.12,24.35,3806.8,3.83,2.5382,,,4.3876,4.074,,4.16335907,4.047
2022-11-08,-13.35,-13.59,6.62,3.5311,3.199,4.1234,3145.83,116.3446,1712.42,74.36,68.28,88.91,109.636,25.54,3828.11,3.83,2.5499,,,4.2938,4.1544,,,4.385
2022-11-09,-13.05,-13,6.645,3.5058,3.193,4.0923,3165.5,114.5601,1706.74,73.08,67.1,85.83,110.549,26.09,3748.57,3.83,2.563,,,4.2409,4.1875,,,4.354
2022-11-10,-11.81,-12.56,6.585,3.483,3.199,3.8125,3173.18,115.9968,1755.45,72.82,66.98,86.47,108.206,23.53,3956.37,3.83,2.5753,,,3.9375,4.1572,,,4.323
2022-11-11,-14.02,-14,6.505,3.3655,3.119,3.8125,3228.33,116.8796,1771.24,74.43,68.31,88.96,106.292,22.52,3992.93,,2.5947,,,3.9375,4.1572,135.4,,4.261
2022-11-14,-13.75,-14.25,6.555,3.3384,3.12,3.8536,3260.8,116.6252,1771.4,74.18,68.08,85.87,106.66,23.73,3957.25,3.83,2.6487,,,3.9897,4.1593,,4.19910283,4.248
2022-11-15,-16.54,-16.94,6.53,3.2485,3.097,3.7696,3275.28,117.5266,1778.94,75.43,69.32,86.92,106.404,24.54,3991.73,3.83,2.6633,,,3.8956,4.1207,,,4.269
2022-11-16,-16.77,-17,6.5,3.2337,3.091,3.6899,3266.17,116.8407,1773.87,74.13,67.89,85.59,106.281,24.11,3958.79,3.83,2.6745,,,3.8503,4.2082,,,4.221
2022-11-17,-15.31,-15.06,6.495,3.1421,3.033,3.7657,3286.04,115.1212,1760.44,73.76,67.73,81.64,106.694,23.93,3946.56,3.83,2.6854,,,3.9371,4.1974,,,4.19
2022-11-18,-14.05,-14.63,6.3575,3.1115,3.033,3.8288,3272.23,114.794,1750.68,73.59,67.25,80.08,106.93,23.12,3965.34,3.83,2.6994,,,4.0085,4.2322,135.24,,4.168
2022-11-21,-12.75,-14,6.4575,3.1266,3.051,3.8269,3250.62,115.3334,1738.05,74.19,68.04,79.73,107.835,22.36,3949.94,3.83,2.745,,,4.0224,4.1774,,4.2649957,4.157
2022-11-22,-11.3,-11.75,6.335,3.1009,3.039,3.7559,3259.56,116.3729,1740.25,74.14,67.97,80.95,107.222,21.29,4003.58,3.83,2.7621,,,3.9445,4.1673,,,4.332
2022-11-23,-12.82,-13.38,6.2,3.101,3.045,3.6927,3255.99,116.5097,1749.68,73.78,67.69,77.94,106.076,20.35,4027.26,3.83,2.7778,,,3.8837,4.2207,,,4.314
2022-11-24,-14,-14.38,6.17,3.0373,3.022,3.6927,3252.88,,1755.24,74.2,,,106.076,20.42,,,2.7933,,,3.8837,4.2207,,,4.283
2022-11-25,-15.93,-16.25,6.135,3.002,3.022,3.6776,3244.55,114.9175,1754.93,73.52,67.34,76.28,105.959,20.5,4026.12,3.83,2.8095,,,3.8577,4.2606,134.97,,4.269
2022-11-28,-16.39,-16.69,6.3,2.9815,3.028,3.6812,3240.06,114.3929,1741.36,74.06,67.92,77.24,106.681,22.21,3963.94,3.83,2.8651,,,3.875,4.2653,,4.331921,4.258
2022-11-29,-13.93,-14.13,6.27,3.0476,3.099,3.7441,3276.36,115.1879,1749.85,74.41,68.15,78.2,106.822,21.89,3957.63,3.83,2.882,,,3.9236,4.3019,,,4.425
2022-11-30,-13.63,-13.88,6.48,3.0723,3.14,3.6054,3290.49,116.0528,1768.52,75.42,69.12,80.55,105.95,20.58,4080.11,3.83,2.9007,741250.8,755577.6,3.7367,4.3196,,,4.402
2022-12-01,-13.17,-14,6.44,3.0343,3.135,3.5048,3292.73,116.079,1803.1,75.42,69.13,81.22,104.728,19.84,4076.57,3.83,2.9243,,,3.6644,4.2673,,,4.385
2022-12-02,-13.77,-14.13,6.355,2.9929,3.164,3.4862,3259.14,114.4683,1797.63,75.62,69.68,79.98,104.545,19.06,4071.7,3.83,2.9442,,,3.652,4.2477,135.02,,4.385
2022-12-05,-12.39,-12.75,6.37,3.0103,3.195,3.5736,3267.54,111.1317,1768.68,74.51,68.66,76.93,105.289,20.75,3998.84,3.83,3.0095,,,3.7777,4.2575,,4.316591611,4.382
2022-12-06,-11.69,-11.75,6.305,3.0349,3.237,3.5314,3252.37,109.979,1771.04,72.83,67.18,74.25,105.578,22.17,3941.26,3.83,3.0247,,,3.7517,4.2631,,,4.567
2022-12-07,-14.27,-14.88,6.225,2.9946,3.243,3.4169,3225.45,110.7246,1786.27,71.58,65.98,72.01,105.1,22.68,3933.92,3.83,3.0393,,,3.6241,4.2626,,,4.535
2022-12-08,-14.5,-15.25,6.2,2.9641,3.25,3.4819,3236.08,111.1893,1789.14,70.92,65.49,71.46,104.774,22.29,3963.51,3.83,3.0548,,,3.7066,4.2414,,,4.549
2022-12-09,-16.63,-15.81,6.115,2.9545,3.238,3.5783,3245.97,111.7327,1797.32,71.46,66.12,71.02,104.81,22.83,3934.38,3.83,3.0664,,,3.7686,4.2632,135,,4.535
2022-12-12,-19.17,-18.25,6.14,3.0024,3.258,3.6113,3239.66,112.737,1781.44,72.33,67.04,73.17,105.131,25,3990.56,3.83,3.0925,,,3.7894,4.2601,,4.316591611,4.524
2022-12-13,-23.25,-23.44,5.925,3.0074,3.228,3.5012,3271.28,114.9612,1810.8,72.18,66.69,75.39,103.98,22.55,4019.65,3.83,3.0953,,,3.6508,4.2994,,,4.363
2022-12-14,-20.6,-20.44,5.3325,2.972,3.18,3.4774,3278.57,114.549,1807.32,72.39,66.78,77.28,103.77,21.14,3995.32,3.83,3.0937,,,3.6127,4.3014,,,4.345
2022-12-15,-23.17,-22.81,5.435,2.9647,3.18,3.4463,3273.75,113.79,1776.85,71.01,65.56,76.11,104.558,22.83,3895.75,4.33,3.091,,,3.6178,4.288,,,4.323
2022-12-16,-24.53,-24.56,5.5425,2.8833,3.113,3.4822,3240.81,112.7092,1793.08,70.58,65.28,74.29,104.701,22.62,3852.36,4.33,3.098,,,3.6242,4.2503,134.91,,4.292
2022-12-19,-19.5,-19.38,5.68,2.8702,3.059,3.5846,3256.61,111.6411,1787.62,70.76,65.69,75.19,104.721,22.42,3817.66,4.33,3.1138,,,3.7142,4.2317,,4.337031492,4.281
2022-12-20,-20.4,-20,5.625,2.8969,3.084,3.6825,3253.97,111.9071,1817.94,71.21,66.22,76.09,103.965,21.48,3821.62,4.33,3.1139,,,3.7872,4.2527,,,4.447
2022-12-21,-20.8,-21,5.655,2.9043,3.072,3.662,3256.19,113.1305,1814.39,71.57,66.21,78.29,104.162,20.07,3878.44,4.33,3.1149,,,3.7697,4.273,,,4.425
2022-12-22,-19.88,-20,5.65,2.9044,3.053,3.6786,3269.53,111.2826,1792.52,70.91,65.62,77.49,104.433,21.97,3822.39,4.33,3.1141,,,3.8028,4.3061,,,4.433
2022-12-23,-18.89,-19.25,5.88,2.9312,3.047,3.7472,3257.7,112.5557,1798.2,72.47,66.87,79.56,104.314,20.87,3844.82,4.33,3.1109,,,3.8569,4.2834,135.05,,4.425
2022-12-26,-19,,5.9,,,3.7472,,,,,,,,,,,,,,3.8569,4.2834,,,
2022-12-27,-17.5,,5.86,2.9548,3.066,3.8411,3266.38,113.3564,1813.69,72.65,66.94,79.53,104.179,21.65,3829.25,4.33,3.1415,,,3.9396,4.2467,,4.398363674,4.422
2022-12-28,-15.75,-15.88,5.895,3.0545,3.122,3.8827,3266.97,112.6616,1804.35,72.83,67.43,78.96,104.463,22.14,3783.22,4.33,3.1317,,,3.9661,4.4361,,,4.456
2022-12-29,-20.86,-20.5,5.905,3.1029,3.11,3.8145,3249.24,112.3937,1814.91,71.8,66.64,78.4,103.836,21.44,3849.28,4.33,3.1214,,,3.941,4.376,,,4.456
2022-12-30,-20.08,-20.75,5.94,3.0881,3.116,3.8748,3251.32,112.8052,1824.02,72.89,67.74,80.26,103.522,21.67,3839.5,4.33,3.0966,,,4.0039,4.3429,135.36,,4.487
2022-12-31,,,,,,,,,,,,,,,,,,746546.5,761145.6,,,,,
2023-01-02,-20.25,,6.0125,,,3.8748,,,,72.89,,,,,,,,,,4.0039,4.3429,,,
2023-01-03,-19.25,-20.25,5.855,3.1209,3.136,3.7389,3245.8,110.3157,1839.48,71.21,66.38,76.93,104.518,22.9,3824.14,4.33,3.0294,,,3.894,4.3553,,4.459714669,4.483
2023-01-04,-24.03,-22.5,5.87,3.054,3.098,3.6827,3242.46,108.5645,1854.56,70.36,65.8,72.84,104.248,22.01,3852.97,4.33,3.0166,,,3.8402,4.4828,,,4.371
2023-01-05,-24.04,-23.5,5.795,2.9801,3.105,3.7181,3292.66,107.3618,1832.89,70.51,65.89,73.67,105.042,22.46,3808.1,4.33,3.0049,,,3.9132,4.5937,,,4.363
2023-01-06,-23.6,-24.44,5.73,2.9446,3.111,3.558,3276.72,108.1114,1865.69,70.83,66.06,73.77,103.879,21.13,3895.08,4.33,3.0008,,,3.698,4.579,135.4,,4.371
2023-01-09,-22.05,-22.44,5.8,2.8972,3.055,3.5321,3305.67,109.2429,1871.81,71.93,67.01,74.63,103.001,21.97,3892.09,4.33,2.998,,,3.6737,4.5939,,4.613174525,4.363
2023-01-10,-21.65,-21.75,5.7725,2.9082,3.118,3.6188,3262.91,108.6524,1877.03,71.67,66.84,75.12,103.236,20.58,3919.25,4.33,3.0019,,,3.7306,4.5845,,,4.315
