Date,USDJPY.Curncy,JPYI3M.Curncy,JPYI12M.Curncy,JPYI5Y.Curncy,JPYI10Y.Curncy,JPYI30Y.Curncy,JPY3M.Curncy,JPY12M.Curncy,JPY5Y.Curncy,JPY10Y.Curncy,JPY30Y.Curncy,JYSOC.Curncy,JYSO1.Curncy,JYSO5.Curncy,JYSO10.Curncy,JYSO30.Curncy,I01803M.Index,I01801Y.Index,I01805Y.Index,I01810Y.Index,I01830Y.Index,USOSFRC.Curncy,USOSFR1.Curncy,USOSFR5.Curncy,USOSFR10.Curncy,USOSFR30.Curncy,I02503M.Index,I02501Y.Index,I02505Y.Index,I02510Y.Index,I02530Y.Index,USDCHF.Curncy,CHFI3M.Curncy,CHFI12M.Curncy,CHFI5Y.Curncy,CHFI10Y.Curncy,CHF3M.Curncy,CHF12M.Curncy,CHF5Y.Curncy,CHF10Y.Curncy,SFSNTC.Curncy,SFSNT1.Curncy,SFSNT5.Curncy,SFSNT10.Curncy,I08203M.Index,I08201Y.Index,I08205Y.Index,I08210Y.Index,USDCNH.Curncy,USDCNY.Curncy,CNHI3M.Curncy,CNHI12M.Curncy,CNHI5Y.Curncy,CNHI10Y.Curncy,CNH3M.Curncy,CNH12M.Curncy,CNH5Y.Curncy,CNH10Y.Curncy,CCSWNIC.Curncy,CCSWNI1.Curncy,CCSWNI5.Curncy,CCSWNI10.Curncy,I29903M.Index,I29901Y.Index,I29905Y.Index,I29910Y.Index,AUDUSD.Curncy,AUDI3M.Curncy,AUDI12M.Curncy,AUDI5Y.Curncy,AUDI10Y.Curncy,AUD3M.Curncy,AUD12M.Curncy,AUD5Y.Curncy,AUD10Y.Curncy,ADSOC.Curncy,ADSO1.Curncy,ADSO5.Curncy,ADSO10.Curncy,I00103M.Index,I00101Y.Index,I00105Y.Index,I00110Y.Index,USDSGD.Curncy,SGDI3M.BGN.Curncy,SGDI12M.BGN.Curncy,SGDI5Y.BGN.Curncy,SGDI10Y.BGN.Curncy,SGD3M.BGN.Curncy,SGD12M.BGN.Curncy,SGD5Y.BGN.Curncy,SGD10Y.BGN.Curncy,SIBF3M.Index,SDSW1.CMPN.Curncy,SDSW5.CMPN.Curncy,SDSW10.CMPN.Curncy,SDSOAC.BGN.Curncy,SDSOA1.BGN.Curncy,SDSOA5.BGN.Curncy,SDSOA10.BGN.Curncy,SDBSC.CMPN.Curncy,SDBS1.CMPN.Curncy,SDBS5.CMPN.Curncy,SDBS10.CMPN.Curncy,SDSF63M.BGN.Curncy,SDSF61Y.BGN.Curncy,SDSF65Y.BGN.Curncy,SDSF610Y.BGN.Curncy,I10703M.Index,I10701Y.Index,I10705Y.Index,I10710Y.Index,EURUSD.Curncy,EURI3M.Curncy,EURI12M.Curncy,EURI5Y.Curncy,EURI10Y.Curncy,EUR3M.Curncy,EUR12M.Curncy,EUR5Y.Curncy,EUR10Y.Curncy,EUR003M.Index,EUSA1.Curncy,EUSA5.Curncy,EUSA10.Curncy,I01603M.Index,I01601Y.Index,I01605Y.Index,I01610Y.Index,GBPUSD.Curncy,GBPI3M.Curncy,GBPI12M.Curncy,GBPI5Y.Curncy,GBPI10Y.Curncy,GBP3M.Curncy,GBP12M.Curncy,GBP5Y.Curncy,GBP10Y.Curncy,BPSWSC.Curncy,BPSWS1.Curncy,BPSWS5.Curncy,BPSWS10.Curncy,I02203M.Index,I02201Y.Index,I02205Y.Index,I02210Y.Index,NZDUSD.Curncy,NZDI3M.Curncy,NZDI12M.Curncy,NZDI5Y.Curncy,NZDI10Y.Curncy,NZD3M.Curncy,NZD12M.Curncy,NZD5Y.Curncy,NZD10Y.Curncy,I09403M.Index,NDSW1.Curncy,NDSW5.Curncy,NDSW10.Curncy,I04903M.Index,I04901Y.Index,I04905Y.Index,I04910Y.Index,USDCAD.Curncy,CADI3M.Curncy,CADI12M.Curncy,CADI5Y.Curncy,CADI10Y.Curncy,CAD3M.Curncy,CAD12M.Curncy,CAD5Y.Curncy,CAD10Y.Curncy,CDSOC.Curncy,CDSO1.Curncy,CDSO5.Curncy,CDSO10.Curncy,I00703M.Index,I00701Y.Index,I00705Y.Index,I00710Y.Index
2000-02-03,107.56,0.1778,0.2513,,,,-158.5,-673.5,-2909.5,-4563.5,,,,,,,0.077,0.136,1.044,1.907,2.52,,,,,,5.618,6.153,6.618,6.524,6.018,1.6235,2.2922,,,,-153.75,-617.5,-2852.5,-4703.5,,,,,2.122,2.664,3.226,3.683,,8.2781,,,,,,,,,,,,,,,,,0.6348,5.8174,6.7818,,,5.5,8.75,-82.5,-130,,,,,5.75,6.379,7.259,7.264,1.6931,2.885,3.52,,,-134.5,-532.5,,,2.5,3.47,4.385,4.78,,,,,,,,,,,,,1.615,2.24,4.029,4.567,0.9894,3.548,4.0948,,,63.2,265,1099,,3.498,4.125,5.29,5.7975,3.498,3.94,5.103,5.515,1.5972,6.1834,,,,-0.65,27,323.5,1523.5,,,,,5.875,6.421,6.286,5.457,0.4946,5.8243,6.9872,,,4.35,-2.5,-151.5,,5.942,6.9,8.015,8.16,5.596,6.776,7.557,7.615,1.4419,5.3126,,,,-29.5,-116.5,,,,,,,5.093,5.925,6.525,6.39
2000-02-04,107.19,0.1023,0.2397,,,,-158.05,-674.5,-2830,-4515,,,,,,,0.074,0.122,1.006,1.871,2.481,,,,,,5.671,6.207,6.772,6.633,6.165,1.6349,2.2711,,,,-153.75,-630.5,-2711.5,-4501,,,,,2.268,2.781,3.237,3.662,,8.2788,,,,,,,,,,,,,,,,,0.638,5.865,6.7991,,,5.07,9.25,-65,-160,,,,,5.75,6.271,7.13,7.17,1.693,,,,,-137.5,-540,,,2.5,3.39,4.31,4.7,,,,,,,,,,,,,1.678,2.243,4,4.509,0.9832,3.4963,4.1089,,,63.2,264.05,1067.5,,3.493,4.1575,5.415,5.9365,3.493,3.941,5.158,5.567,1.5918,6.1999,,,,-1.45,25,224,1434.5,,,,,5.876,6.472,6.357,5.55,0.4965,5.8059,7.0416,,,4.45,-4,-153.5,,5.952,6.92,8.04,8.17,5.606,6.73,7.513,7.547,1.4408,5.3536,,,,-28.5,-111.5,,,,,,,5.003,6.035,6.639,6.502
2000-02-07,108.62,0.1365,0.1863,,,,-159.5,-690,-2939,-4560.5,,,,,,,0.073,0.122,1.034,1.911,2.537,,,,,,5.639,6.234,6.862,6.727,6.222,1.6379,2.3152,,,,-152.65,-627.5,-2835,-4626.5,,,,,2.295,2.799,3.247,3.691,,8.2788,,,,,,,,,,,,,,,,,0.6337,5.8472,6.7921,,,4.6,10.13,,,,,,,5.75,6.332,7.197,7.281,1.6945,,,,,-137,-533.5,,,,3.36,4.295,4.73,,,,,,,,,,,,,1.942,2.293,4.001,4.508,0.9815,3.5162,4.1345,,,62.85,262.05,1071,,3.496,4.1775,5.4325,5.9575,3.496,3.972,5.191,5.603,1.598,6.2303,,,,-1.25,23,224,1418.5,,,,,5.877,6.494,6.388,5.563,0.494,5.8807,7.0312,,,3.65,-3,-131.5,,6.024,6.99,8.11,8.31,5.678,6.762,7.548,7.62,1.4486,5.3682,,,,-28.5,-112.5,,,,,,,5.055,5.984,6.673,6.559
2000-02-08,109.47,1.1175,0.3056,,,,-160.25,-686.5,-2890,-4564.5,,,,,,,0.073,0.131,1.087,1.962,2.599,,,,,,5.682,6.211,6.856,6.693,6.056,1.6317,2.2992,,,,-152.65,-629.5,-2815.5,-4663,,,,,2.28,2.788,3.239,3.679,,8.2788,,,,,,,,,,,,,,,,,0.6317,5.7873,6.6879,,,5.02,15,,,,,,,5.75,6.309,7.218,7.336,1.697,2.725,3.415,,,-145,-560,,,2.41667,3.32,4.215,4.6,,,,,,,,,,,,,1.942,2.223,3.961,4.44,0.9855,3.5062,4.1141,,,63.35,264.65,1088,,3.496,4.1625,5.3825,5.8825,3.496,3.925,5.159,5.553,1.6113,6.2289,,,,-1.95,25,224,1456.5,,,,,5.906,6.464,6.348,5.519,0.4915,5.8834,7.0328,,,3.6,-4,-138.5,,6.009,6.98,8.105,8.255,5.771,6.809,7.58,7.654,1.4442,5.3353,,,,-29.5,-115.5,,,,,,,5.03,5.956,6.635,6.502
2000-02-09,108.79,0.2076,0.2504,,,,-160,-683.5,-2890,-4500,,,,,,,0.074,0.13,1.067,1.936,2.56,,,,,,5.639,6.19,6.845,6.756,6.164,1.6187,2.2949,,,,-151.65,-623,-2794,,,,,,2.277,2.775,3.243,3.681,,8.2788,,,,,,,,,,,,,,,,,0.6362,5.7872,6.6822,,,6.04,16,-47,,,,,,5.75,6.208,7.132,7.27,1.6913,2.725,3.415,,,-137,-551,,,2.3125,3.32,4.2,4.59,,,,,,,,,,,,,1.88,2.185,3.969,4.44,0.9942,3.5228,4.1194,,,63.5,266,1088.5,,3.492,4.1625,5.42,5.92,3.492,3.944,5.215,5.584,1.6169,6.2342,,,,-2.15,24,,,,,,,5.907,6.48,6.378,5.558,0.4939,5.889,7.0241,,,3.55,-3.5,-140.5,,5.993,6.99,8.12,8.245,5.781,6.847,7.573,7.61,1.444,5.3338,,,,-29.5,-116.5,,,,,,,5.082,5.95,6.644,6.528
2000-02-10,109.27,0.1913,0.2897,,,,-159,-680.5,-2880,-4490,,,,,,,0.15,0.165,1.076,1.908,2.506,,,,,,5.66,6.202,6.905,6.771,6.343,1.6302,2.3124,,,,-153.65,-622,-2810.5,-4509.5,,,,,2.28,2.768,3.26,3.711,,8.2788,,,,,,,,,,,,,,,,,0.6265,5.7687,6.6323,,,6.07,17.45,-5,-120,,,,,5.72,6.17,7.075,7.234,1.6945,,,,,-147.5,-577.5,,,2.27083,3.2,4.1,4.48,,,,,,,,,,,,,1.764,2.222,3.926,4.374,0.9854,3.5467,4.1253,,,63,260.85,1046.5,,3.487,4.1625,5.4725,6.0025,3.487,3.954,5.263,5.67,1.6097,6.2389,,,,-2.63,21,355.5,1379.5,,,,,5.907,6.48,6.392,5.602,0.4892,5.913,7.0312,,,3.25,-4.5,-125.5,,5.973,6.985,8.09,8.245,5.75,6.859,7.564,7.614,1.4483,5.3099,,,,-29.8,-115.5,,,,,,,5.055,5.915,6.681,6.615
2000-02-11,108.82,0.1533,0.2407,,,,-159.25,-681,-2956.5,-4668.5,,,,,,,0.152,0.166,1.076,1.909,2.506,,,,,,5.641,6.19,6.827,6.7,6.119,1.6252,2.3106,,,,-151.5,-619,-2790.5,-4697,,,,,2.273,2.775,3.271,3.728,,8.2788,,,,,,,,,,,,,,,,,0.6305,5.7764,6.6414,,,6.05,16.25,,-45,,,,,5.72,6.216,7.169,7.299,1.6936,,,,,-145,-572.5,,,2.3125,3.25,4.185,4.515,,,,,,,,,,,,,1.905,2.235,3.957,4.433,0.9875,3.5297,4.1245,,,62.8,260,1061,,3.491,4.165,5.4775,5.9975,3.491,3.96,5.265,5.674,1.5936,6.2349,,,,-2.49,28.5,367.5,1693.5,,,,,5.907,6.43,6.322,5.565,0.491,5.8897,7.0044,,,3.48,-4,-139.5,,5.973,6.99,8.1,8.24,5.74,6.813,7.521,7.558,1.4503,5.3223,,,,-30,-116.5,,,,,,,5.028,5.911,6.629,6.548
2000-02-14,108.96,0.1825,6.83,,,,-158.5,-681.5,-2907.5,-4614.5,,,,,,,0.153,0.163,1.054,1.876,2.469,,,,,,5.641,6.204,6.796,6.643,6.082,1.6447,2.3223,,,,-152.55,-622,-2759,-4637.5,,,,,2.268,2.765,3.242,3.708,,8.2779,,,,,,,,,,,,,,,,,0.6263,5.7757,6.6246,,,5.87,15.75,,-75,,,,,5.72,6.2,7.159,7.303,1.6923,2.725,3.415,,,-146.5,-570,,,2.25,3.25,4.205,4.5,,,,,,,,,,,,,2.17,2.246,3.844,4.366,0.9783,3.5325,4.0877,,,62,259,994.5,,3.49,4.1575,5.425,5.935,3.49,3.97,5.206,5.611,1.588,6.2331,,,,-2.35,33,391.5,1721.5,,,,,5.906,6.376,6.236,5.497,0.486,5.8994,7.0041,,,3.25,-5,-125.5,,5.999,6.99,8,8.21,5.75,6.817,7.521,7.591,1.4571,5.3139,,,,-30.3,-119.5,,,,,,,5.141,5.899,6.591,6.503
2000-02-15,109.22,0.1724,0.2733,,,,-159.15,-685,-2860,-4610,,,,,,,0.152,0.161,1.036,1.85,2.409,,,,,,5.745,6.205,6.821,6.635,6.113,1.637,2.4507,,,,-146.7,-604.5,-2755.5,,,,,,2.357,2.86,3.284,3.739,,8.2777,,,,,,,,,,,,,,,,,0.6305,5.7768,6.6395,,,6.03,15.95,-15,-70,,,,,5.7,6.207,7.154,7.304,1.6953,2.885,3.52,,,-148,-582.5,,,2.1875,3.255,4.235,4.6,,,,,,,,,,,,,1.918,2.315,3.965,4.44,0.9815,3.5206,4.1372,,,62.5,258.85,1000,,3.487,4.1675,5.434,5.945,3.487,3.976,5.217,5.637,1.596,6.2293,,,,-2.3,27,400,,,,,,5.907,6.417,6.254,5.508,0.4879,5.9258,7.0102,,,2.95,-4.5,-124.5,,6.076,6.98,8.025,8.22,5.781,6.857,7.494,7.534,1.4561,5.3121,,,,-30.2,-116.5,,,,,,,5.06,5.915,6.623,6.527
2000-02-16,109.44,0.1472,0.2851,,,,-160.15,-685,-2880,-4625,,,,,,,0.152,0.162,1.029,1.843,2.387,,,,,,5.733,6.227,6.818,6.628,6.15,1.6263,2.4757,,,,-144.75,-595.5,-2707,,,,,,2.565,3.048,3.374,3.787,,8.2777,,,,,,,,,,,,,,,,,0.6319,5.777,6.6719,,,5.84,15,,,,,,,5.72,6.184,7.114,7.218,1.7038,2.885,3.52,,,-146.5,-570,,,2.13542,3.29,4.295,4.715,,,,,,,,,,,,,1.926,2.298,3.976,4.489,0.9863,3.5349,4.1576,,,62.45,258.95,,,3.488,4.1775,5.46,5.98,3.488,3.978,5.219,5.671,1.6077,6.2258,,,,-2.03,13.5,,,,,,,5.959,6.539,6.375,5.607,0.4927,5.9074,7.0146,,,3.2,-4,-114.5,,6.065,6.955,7.985,8.17,5.781,6.822,7.493,7.545,1.4527,5.3364,,,,-29.25,-114.5,,,,,,,5.078,5.924,6.623,6.525
2000-02-17,110.56,0.1211,0.2471,,,,-162.5,-699.5,-2900,-4670,,,,,,,0.151,0.166,1.075,1.903,2.419,,,,,,5.744,6.273,6.861,6.645,6.055,1.6246,2.4567,,,,-145.35,-594.5,-2710,,,,,,2.442,2.95,3.369,3.792,,8.2772,,,,,,,,,,,,,,,,,0.6323,5.7718,6.7107,,,5.89,17,-25,-75,,,,,5.72,6.253,7.178,7.252,1.7061,2.645,3.355,,,-147.5,-575,,,2.23958,3.2,4.22,4.555,,,,,,,,,,,,,1.725,2.284,3.893,4.412,0.9878,3.5307,4.2137,,,62.65,259.25,,,3.489,4.2125,5.484,5.9965,3.489,4.013,5.242,5.668,1.609,6.2075,,,,-1.9,25.5,,,,,,,5.959,6.512,6.327,5.566,0.4943,5.9166,7.0436,,,3.1,-2,-103.5,,6.065,6.905,7.96,8.125,5.925,6.776,7.445,7.508,1.4507,5.3056,,,,-29.5,-118.5,,,,,,,5.026,5.951,6.653,6.517
2000-02-18,111.09,0.1421,0.2423,,,,-163.25,-703.5,-2940,-4618,,,,,,,0.151,0.159,1.03,1.872,2.376,,,,,,5.753,6.281,6.797,6.559,6.007,1.6294,2.4736,,,,-145.95,-594.5,-2724,-4596.5,,,,,2.47,3.006,3.39,3.787,,8.2772,,,,,,,,,,,,,,,,,0.6293,5.7798,6.6789,,,6.25,19.13,-15,-50,,,,,5.72,6.27,7.158,7.213,1.707,2.665,3.375,,,-145,-572.5,,,2.25,3.29,4.245,4.605,,,,,,,,,,,,,1.715,2.258,3.872,4.427,0.9839,3.6055,4.2518,,,61.05,254.8,1006.5,,3.531,4.245,5.4525,5.9425,3.531,4.064,5.235,5.64,1.6013,6.2259,,,,-1.75,31,409,1717,,,,,5.959,6.498,6.292,5.515,0.4913,5.931,7.0044,,,3.15,-2.5,-110.5,,6.065,6.905,8.015,8.17,5.936,6.765,7.442,7.52,1.4509,5.3257,,,,-30.5,-123.5,,,,,,,4.945,5.9,6.554,6.398
2000-02-21,111.26,0.1327,0.2019,,,,-163.75,-707.25,-3009.5,-4738.5,,,,,,,0.163,0.158,1.013,1.852,2.363,,,,,,5.762,6.253,6.793,6.565,6.002,1.6237,2.4521,,,,-146.3,-596.3,-2716.5,-4570.5,,,,,2.44,3,3.368,3.756,,8.2775,,,,,,,,,,,,,,,,,0.6258,5.7476,6.5955,,,6.57,23,25,55,,,,,5.72,6.157,6.988,6.941,1.7065,2.615,3.335,,,-144,-567.5,,,2.25,3.265,4.2,4.54,,,,,,,,,,,,,1.699,2.189,3.84,4.392,0.9877,3.6479,4.2556,,,60.25,253.85,1021.5,,3.612,4.325,5.444,5.925,3.612,4.074,5.186,5.58,1.6005,6.2281,,,,-1.75,34.5,447,1777,,,,,5.959,6.457,6.215,5.433,0.4874,5.9332,6.9884,,,3.1,0.5,-86,,6.091,6.905,7.85,7.98,5.936,6.783,7.325,7.376,1.4556,5.3388,,,,-30.5,-125.5,,,,,,,5.028,5.869,6.509,6.345
2000-02-22,110.69,0.1111,13.4685,,,,-163.5,-700.5,-2979.5,-4678.5,,,,,,,0.154,0.162,1.049,1.81,2.433,,,,,,5.782,6.217,6.67,6.424,5.973,1.6022,2.3548,,,,-148.15,-587.5,-2594.5,-4463.5,,,,,2.38,2.985,3.37,3.75,,8.2773,,,,,,,,,,,,,,,,,0.6221,5.7581,6.545,,,6.54,21.75,30,,,,,,5.7,6.152,6.996,6.948,1.7078,2.615,3.35,,,-139,-557.5,,,2.3125,3.295,4.245,4.59,,,,,,,,,,,,,1.662,2.235,3.931,4.481,1.0038,3.657,4.2138,,,61,257,1058.5,,3.625,4.26,5.339,5.8515,3.625,4.019,5.057,5.482,1.6126,6.2391,,,,-2,29,450.5,1770,,,,,5.959,6.426,6.124,5.338,0.4898,5.9386,6.9751,,,3.05,-2.5,-98.5,,6.101,6.92,7.79,7.935,5.946,6.767,7.29,7.314,1.462,5.338,,,,-30.2,-125.5,,,,,,,4.965,5.799,6.377,6.18
2000-02-23,111.07,-0.0034,0.241,,,,-161.5,-701.5,-2970.5,-4648,,,,,,,0.151,0.164,1.049,1.791,2.418,,,,,,5.827,6.274,6.74,6.486,5.998,1.6056,2.3906,,,,-147.05,-585,-2599.5,-4388,,,,,2.36,2.982,3.4,3.802,,8.278,,,,,,,,,,,,,,,,,0.6216,5.7783,6.6423,,,6.14,18.95,25,20,,,,,5.7,6.104,6.935,6.924,1.7131,2.615,3.35,,,-138,-585,,,2.40625,3.33,4.25,4.59,,,,,,,,,,,,,1.631,2.248,3.931,4.442,1.0036,3.6246,4.2545,,,61.8,256.5,1069,,3.632,4.2725,5.3515,5.8715,3.632,4.03,5.093,5.511,1.6039,6.2271,,,,-1.5,28,437.5,1738.5,,,,,5.959,6.451,6.141,5.358,0.4893,5.9636,7.0309,,,2.75,-3,-99.5,,6.107,6.945,7.85,7.965,5.966,6.815,7.28,7.315,1.4602,5.3249,,,,-30.5,-129.5,,,,,,,4.989,5.828,6.417,6.249
2000-02-24,111.37,0.1683,0.2491,,,,-162,-692.5,-2920,-4605,,,,,,,0.148,0.173,1.082,1.816,2.444,,,,,,5.806,6.225,6.66,6.432,6.057,1.6211,2.4303,,,,-150.1,-579,-2594.5,,,,,,2.36,2.976,3.404,3.832,,8.278,,,,,,,,,,,,,,,,,0.6155,5.7732,6.5496,,,6.24,19,,70,,,,,5.7,6.105,6.893,6.897,1.716,2.615,3.35,,,-139,-560,,,2.4375,3.335,4.23,4.55,,,,,,,,,,,,,1.682,2.213,3.916,4.393,0.992,3.6352,4.1655,,,62.1,253.75,,,3.632,4.2375,5.299,5.8315,3.632,3.967,5.037,5.47,1.6003,6.2176,,,,-2.14,27,,,,,,,5.96,6.43,6.052,5.256,0.4875,6.0579,6.9801,,,1.6,-4.5,-102.5,,6.137,7,7.805,7.895,5.977,6.835,7.277,7.311,1.4536,5.2618,,,,-31.88,-141.5,,,,,,,4.926,5.641,6.251,6.155
2000-02-25,110.29,0.1757,0.2172,,,,-164.45,-681,-2880,-4545,,,,,,,0.147,0.177,1.095,1.834,2.468,,,,,,5.774,6.164,6.576,6.404,6.074,1.6491,2.5709,,,,-146.5,-558.5,-2602,,,,,,2.445,3.026,3.415,3.834,,8.2786,,,,,,,,,,,,,,,,,0.6151,5.7731,6.4608,,,6.23,20.5,38.5,,,,,,5.69,5.98,6.7,6.654,1.7087,,,,,-142,-562.5,,,2.375,3.2,4.145,4.495,,,,,,,,,,,,,1.685,2.212,3.903,4.384,0.9749,3.641,4.1795,,,60.7,241.2,,,3.598,4.235,5.385,5.9375,3.598,3.964,5.071,5.526,1.5953,6.2361,,,,-2.53,13.5,,,,,,,5.96,6.448,6.053,5.247,0.4877,6.0291,6.8923,,,1.9,-4,-104.5,,6.132,6.935,7.79,7.88,5.987,6.824,7.172,7.188,1.4475,5.2773,,,,-32,-137.5,,,,,,,4.97,5.65,6.195,6.151
2000-02-28,109.45,0.1642,0.2475,,,,-163.5,-677,-2810,-4645.5,,,,,,,0.152,0.175,1.048,1.77,2.428,,,,,,5.843,6.246,6.694,6.498,6.103,1.6546,2.4847,,,,-152.35,-570.5,-2648,-4500,,,,,2.565,3.152,3.449,3.878,,8.2786,,,,,,,,,,,,,,,,,0.6148,5.7928,6.5388,,,5.87,18.5,65,155,,,,,5.69,6.02,6.755,6.766,1.7185,2.615,3.35,,,-141.5,-570,,,2.3125,3.195,4.19,4.535,,,,,,,,,,,,,1.659,2.231,3.843,4.358,0.9709,3.6403,4.1836,,,60.5,244,947.5,,3.616,4.2225,5.3665,5.925,3.616,3.994,5.127,5.563,1.5958,6.2246,,,,-2.58,19,405.5,1828.5,,,,,5.961,6.457,6.066,5.266,0.4866,6.0412,6.9822,,,1.75,-5.5,-98.5,,6.121,7,7.83,7.98,6.008,6.845,7.193,7.218,1.4519,5.3011,,,,-31.5,-132.5,,,,,,,5.154,5.782,6.319,6.231
2000-02-29,110.33,0.1814,0.2742,,,,-164.55,-681.5,-2932,-4622.5,,,,,,,0.146,0.158,1.103,1.98,2.432,,,,,,5.786,6.268,6.706,6.48,6.031,1.6653,2.4248,,,,-154.4,-581,-2680,-4550.5,,,,,2.442,3.08,3.44,3.874,,8.2786,,,,,,,,,,,,,,,,,0.6178,5.7671,6.5335,,,5.89,20,,140,,,,,5.69,6.041,6.783,6.799,1.7235,2.615,3.35,,,-144,-567.5,,,2.3125,3.2,4.235,4.555,,,,,,,,,,,,,1.813,2.331,3.855,4.395,0.9642,3.6409,4.1888,,,60.25,243.55,997,,3.634,4.235,5.375,5.925,3.634,4.006,5.136,5.576,1.5792,6.2307,,,,-2.36,20,445.5,1865.5,,,,,5.95,6.455,6.117,5.36,0.4892,6.062,6.9947,,,1.6,-5.25,-97.5,,6.198,6.96,7.82,7.98,5.987,6.88,7.254,7.289,1.4497,5.3238,,,,-31,-127.5,,,,,,,5.363,5.812,6.324,6.189
2000-03-01,107.28,0.2886,0.282,,,,-160.5,-663.5,-2840,-4550,,,,,,,0.136,0.155,1.094,1.961,2.38,,,,,,5.775,6.268,6.68,6.455,6.077,1.6514,2.4144,,,,-156.85,-574.5,-2646,,,,,,2.4,3.069,3.421,3.848,,8.2786,,,,,,,,,,,,,,,,,0.6057,5.7638,6.4534,,,6.48,23,90,180,,,,,5.67,5.914,6.654,6.666,1.7158,2.615,3.35,,,-145,-565,,,2.4375,3.325,4.2,4.62,,,,,,,,,,,,,1.888,2.36,3.904,4.469,0.9727,3.7056,4.2126,,,60.5,243,,,3.633,4.2425,5.3665,5.904,3.633,4.017,5.124,5.56,1.5854,6.2169,,,,-2.22,26,,,,,,,5.95,6.42,6.082,5.334,0.4872,6.0417,6.8615,,,1.95,-4.5,-101.5,,6.255,6.95,7.77,7.93,6.059,6.818,7.204,7.225,1.4497,5.3196,,,,-31,-126.5,,,,,,,5.336,5.869,6.292,6.163
2000-03-02,107.74,0.1612,0.2633,,,,-161.5,-666,-2780,-4505.5,,,,,,,0.137,0.165,1.076,1.911,2.291,,,,,,5.765,6.258,6.693,6.45,6.034,1.6648,2.4591,,,,-153.35,-564.5,-2650.5,-4435,,,,,2.482,3.169,3.407,3.854,,8.2787,,,,,,,,,,,,,,,,,0.6063,5.7788,6.4592,,,6.43,23.5,,,,,,,5.67,5.953,6.7,6.723,1.7215,2.615,3.35,,,-142,-557.5,,,2.5,3.35,4.285,4.64,,,,,,,,,,,,,1.769,2.352,3.916,4.478,0.9656,3.6543,4.223,,,60.25,240,975,,3.642,4.275,5.41,5.92,3.642,4.036,5.169,5.601,1.5766,6.2229,,,,-1.81,22,421,1740.5,,,,,5.95,6.431,6.109,5.355,0.4873,6.0591,6.9723,,,1.75,-4.5,-101,,6.245,6.935,7.83,7.99,6.049,6.826,7.246,7.281,1.457,5.3357,,,,-31.2,-124.5,,,,,,,5.394,5.884,6.309,6.173
2000-03-03,107.9,0.1807,0.2672,,,,-161.25,-665,-2780,,,,,,,,0.14,0.182,1.094,1.914,2.265,,,,,,5.827,6.154,6.705,6.455,6.032,1.6768,2.445,,,,-155.05,-568.5,-2637,,,,,,2.425,3.146,3.408,3.84,,8.2789,,,,,,,,,,,,,,,,,0.6084,5.7796,6.4524,,,6.41,23,,,,,,,5.67,5.991,6.766,6.795,1.725,2.615,3.35,,,-145.5,-567.5,,,2.44792,3.285,4.28,4.625,,,,,,,,,,,,,1.774,2.342,3.889,4.393,0.9586,3.6421,4.2417,,,60.15,234.95,,,3.632,4.285,5.3675,5.8775,3.632,4.051,5.119,5.531,1.5778,6.2294,,,,-1.76,19.25,,,,,,,5.95,6.409,6.057,5.274,0.4884,6.0689,6.9443,,,1.65,-4,-103.5,,6.25,6.96,7.82,7.95,6.028,6.816,7.288,7.329,1.4504,5.3346,,,,-31,-129.5,,,,,,,5.332,5.854,6.275,6.154
2000-03-06,107.54,0.1606,0.2393,,,,-161.25,-669,-2780,-4470,,,,,,,0.141,0.182,1.086,1.89,2.242,,,,,,5.833,6.202,6.737,6.476,6.034,1.6773,2.3324,,,,-159.85,-589.5,-2671,,,,,,2.38,3.097,3.403,3.837,,8.2785,,,,,,,,,,,,,,,,,0.6019,5.8171,6.5576,,,5.84,18.8,35,135,,,,,5.65,6.051,6.844,6.869,1.7252,,,,,-147,-570,,,2.3125,3.255,4.265,4.625,,,,,,,,,,,,,1.781,2.295,3.853,4.373,0.9586,3.652,4.2613,,,59.75,236.35,,,3.64,4.315,5.365,5.865,3.64,4.066,5.119,5.524,1.5749,6.2193,,,,-1.42,30,,,,,,,5.95,6.385,6.012,5.216,0.483,6.1634,7.0423,,,0.5,-6.75,-108.5,,6.301,7,7.85,7.985,6.111,6.897,7.302,7.35,1.4534,5.3328,,,,-30.59,-128,,,,,,,5.33,5.898,6.33,6.2
2000-03-07,106.12,0.0221,0.2174,,,,-163,-660.5,-2800,-4515,,,,,,,0.14,0.195,1.107,1.893,2.244,,,,,,5.814,6.157,6.679,6.44,6.065,1.6764,2.3371,,,,-159.85,-591,-2683,,,,,,2.37,3.067,3.377,3.811,,8.2784,,,,,,,,,,,,,,,,,0.6051,5.7865,6.5186,,,5.74,20,,,,,,,5.66,6.099,6.9,6.898,1.7175,2.615,3.35,,,-156,-595,,,2.25,3.24,4.23,4.585,,,,,,,,,,,,,1.783,2.282,3.831,4.334,0.9584,3.6316,4.2713,,,60.55,233.5,,,3.646,4.325,5.355,5.865,3.646,4.078,5.091,5.503,1.5804,6.2312,,,,-1.49,32,,,,,,,5.95,6.38,5.995,5.186,0.4845,6.1496,7.0161,,,0.75,-6.5,-107.5,,6.337,6.99,7.82,7.96,6.142,6.864,7.33,7.374,1.4553,5.3391,,,,-31.2,-127.5,,,,,,,5.267,5.823,6.296,6.181
